Cote,Titre,Auteur,Lieu,Edition,Annee,Nb_pages,Matiere,Inventaire,Auteur_Pairs,Auteur_Names,language,notice_key,is_duplicate_row,is_duplicate_inventory,is_duplicate_notice
331.823/ 01,توسيع نطاق سريان انظمة التأمينات الإجتماعية في الدول العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1998,183,وسائل تأمين الشغل,28830,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,توسيع نطاق سريان انظمة التأمينات الإجتماعية في الدول العربية|منظمة العمل العربية|1998,False,False,False
331.86/02,التاهيل المهني في الدول العربية,منظمة العمل العربية,القاهرة,مكتب العمل العربي,1981,101,التعليم المهني,28839,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,التاهيل المهني في الدول العربية|منظمة العمل العربية|1981,False,False,False
331.883/01,انتهاء عقد العمل الفردي في تشريعات العمل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1988,133,عقد الشغل - التشغيل,28843,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,انتهاء عقد العمل الفردي في تشريعات العمل|منظمة العمل العربية|1988,False,True,False
331/ 38,الكتاب الدوري لإحصاءات العمل في البلدان العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1998,461,القانون الإجتماعي,28862,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,الكتاب الدوري لإحصاءات العمل في البلدان العربية|منظمة العمل العربية|1998,False,False,False
331/22 ج1,موسوعة تشريعات التأمينات الإجتماعية في الدول العربية,منظمة العمل العربية,,منظمة العمل العربية,1994,750,القانون الإجتماعي,26647,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,موسوعة تشريعات التأمينات الإجتماعية في الدول العربية|منظمة العمل العربية|1994,False,False,False
331/24,التصنيف المهني العربي,منظمة العمل العربية,,منظمة العمل العربي,1989,687,القانون الإجتماعي,21351,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,التصنيف المهني العربي|منظمة العمل العربية|1989,False,False,False
331/28,إدارة العمل في فلسطين,منظمة العمل العربية,قطر,جامعة الدول الغربية,1996,169,القانون الإجتماعي,27669,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,إدارة العمل في فلسطين|منظمة العمل العربية|1996,False,False,False
331/35,تقرير المدير العام لمكتب العمل العربي,منظمة العمل العربية,بغداد,منظمة العمل العربية,1982,118,القانون الاجتماعي,28815,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,تقرير المدير العام لمكتب العمل العربي|منظمة العمل العربية|1982,False,False,False
331/36,برامج الإصلاح الإقتصادي وإعادة الهيكلة وإنعكاساتها على مسائل العمل,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1993,142,القانون الإجتماعي,28822,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,برامج الإصلاح الإقتصادي وإعادة الهيكلة وإنعكاساتها على مسائل العمل|منظمة العمل العربية|1993,False,False,False
331/37,العمل والتنمية في الوطن العربي في ضوء المتغيرات الدولية والإقليمية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1997,200,القانون الإجتماعي,28832,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,العمل والتنمية في الوطن العربي في ضوء المتغيرات الدولية والإقليمية|منظمة العمل العربية|1997,False,False,False
331/41,إدارة العمل أداة للتقدم الإجتماعي والتنمية,منظمة العمل العربية,عمان,مؤتمر العمل العربي,1983,89,القانون الإجتماعي,28825,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,إدارة العمل أداة للتقدم الإجتماعي والتنمية|منظمة العمل العربية|1983,False,False,False
331/42,العمالة في القطاع العام وأسواق العمل في البلدان العربية,منظمة العمل العربية,القاهرة,منظمة العمل العربية,1998,120,القانون الإجتماعي,28824,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,العمالة في القطاع العام وأسواق العمل في البلدان العربية|منظمة العمل العربية|1998,False,False,False
334.4/01,التعاونيات والتنمية,منظمة العمل العربية,إسكندرية,مؤتمر العمل العربي,1995,156,التعاونيات الإقتصادية,28831,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,التعاونيات والتنمية|منظمة العمل العربية|1995,False,False,False
37.014/26,المواؤمة بين مخرجات التدريب والتعليم الفني واحتياجات سوق العمل في الأردنوتونس,منظمة العمل العربية,طرابلس,منشورات المركز العربي للتدريب المهني وإعداد المدربين,1998,172,سياسة التربية:التكوين المهني,28811,"[('منظمة العمل العربية', 'Auteur')]",منظمة العمل العربية,ara,المواؤمة بين مخرجات التدريب والتعليم الفني واحتياجات سوق العمل في الأردنوتونس|منظمة العمل العربية|1998,False,False,False
380/06,الأسس النظرية للتجارة الدولية والتكامل الإقتصادي,منظمة العمل العربية - مكتب العمل العربي,القاهرة,مكتب العمل العربي,1996,155,التجارة,28823,"[('منظمة العمل العربية - مكتب العمل العربي', 'Auteur')]",منظمة العمل العربية - مكتب العمل العربي,ara,الأسس النظرية للتجارة الدولية والتكامل الإقتصادي|منظمة العمل العربية - مكتب العمل العربي|1996,False,False,False
331.11/01,البيئة والتشغيل والتنمية,منظمة العمل العربية- منطمة العمل الدولية,جنيف,مكتب العمل الدولي,1995,268,التشغيل,28649,"[('منظمة العمل العربية- منطمة العمل الدولية', 'Auteur')]",منظمة العمل العربية- منطمة العمل الدولية,ara,البيئة والتشغيل والتنمية|منظمة العمل العربية- منطمة العمل الدولية|1995,False,False,False
331.05/ 01,تفتيش العمل - منظور مستقبلي -,"منظمة العمل العربية, مكتب العمل العربي",,منظمة العمل العربية,1996,111,تنظيم العمل,28848,"[('منظمة العمل العربية, مكتب العمل العربي', 'Auteur')]","منظمة العمل العربية, مكتب العمل العربي",ara,"تفتيش العمل - منظور مستقبلي -|منظمة العمل العربية, مكتب العمل العربي|1996",False,False,False
331/34,دليل تفتيش العمل بالدول العربية,"منظمة العمل العربية, منظمة العمل الدولية",القاهرة,منظمة العمل العربية,1996,155,القانون الإجتماعي,28650,"[('منظمة العمل العربية, منظمة العمل الدولية', 'Auteur')]","منظمة العمل العربية, منظمة العمل الدولية",ara,"دليل تفتيش العمل بالدول العربية|منظمة العمل العربية, منظمة العمل الدولية|1996",False,False,False
